count,date,title,description,org_link,link
128,2024-08-15 17:28:00,“한-아세안 ‘기억의연대’…선열 뜻 이어 행복시대를”,"강기정 시장은 이날 식민통치의 같은 아픔을 가진 한국과 아세안 국가의 연대를 강조하고, 광주의 자산인 문화예술과 <b>인공지능</b>(AI) 기반을 결합한 ‘AI×문화 중심도시’의 비전을 제시했다. 강 시장은 “광복은 한반도의... ",http://www.jnilbo.com/74537118515,http://www.jnilbo.com/74537118515
129,2024-08-15 17:27:00,AI·반도체 ETF … 뒤늦은 상장에 '눈물',5월 이후 5개 종목 10% 손실 올해 상장된 상장지수펀드(ETF) 셋 중 하나는 <b>인공지능</b>(AI)과 반도체 관련 상품인 것으로 나타났다. 특히 AI와 반도체주 주가가 가장 높았던 지난 2분기 때 대부분 상품이 상장됐다.... ,https://www.mk.co.kr/article/11093558,https://n.news.naver.com/mnews/article/009/0005350688?sid=101
130,2024-08-15 17:27:00,한국선 죽쒔는데 … 美 유통주는 날았다,15일 <b>인공지능</b>(AI) 공시 분석 서비스를 제공하는 데이터밸리에 따르면 이달 들어 미국 증시에서 컨슈머 섹터 분야 주식 15개가 52주 신고가를 찍은 것으로 집계됐다. G마켓·옥션의 기존 모회사로 국내에서도 잘 알려진... ,https://www.mk.co.kr/article/11093559,https://n.news.naver.com/mnews/article/009/0005350689?sid=101
131,2024-08-15 17:26:00,삼성전자 &quot;최근 3개월來 판매가전 3대 중 2대 AI 탑재 제품&quot;,삼성전자는 최근 3개월간 삼성스토어 오프라인 매장에서 판매된 가전제품 3대 중 2대는 AI(<b>인공지능</b>)기능을 탑재한 제품이라고 15일 밝혔다. 올해 1~7월 판매된 AI가전은 누적 150만대를 돌파한 것으로 집계됐다. 이... ,http://www.e2news.com/news/articleView.html?idxno=311580,http://www.e2news.com/news/articleView.html?idxno=311580
132,2024-08-15 17:26:00,"유럽디지털권리센터, X 상대 유럽 개인정보보호법 위반 혐의 고소... 유럽 내...",이 고소는 X가 유럽 내 6천만 명 이상의 사용자의 개인 데이터를 무단으로 수집해 일론 머스크(Elon Musk)의 <b>인공지능</b> 스타트업 xAI의 대화형 생성 AI 챗봇인 '그록(Grok)'의 학습에 사용한 것과 관련된 것이다. NOYB는... ,https://www.aitimes.kr/news/articleView.html?idxno=31964,https://www.aitimes.kr/news/articleView.html?idxno=31964
133,2024-08-15 17:24:00,"AI 열풍에...대기업 2분기 영업익 59조, 작년비 2배 넘 늘어","전 세계적으로 <b>인공지능</b>(AI) 열풍을 타고 반도체 업황이 호조를 보이면서 국내 500대 기업의 올해 2분기 영업이익이 59조원을 기록, 전년 동기 대비 2배로 늘어난 것으로 나타났다. 특히 AI 반도체 특수 등으로... ",https://www.asiatime.co.kr/article/20240815500023,https://www.asiatime.co.kr/article/20240815500023
134,2024-08-15 17:20:00,"해남군, '2025년 신규시책보고회' 개최... &quot;2030 미래 성장동력 발굴 주력&quot;","특히 미래 농수산업의 혁신사업의 발굴과 <b>인공지능</b>, 빅데이터를 활용한 신성장사업, 미래성장의 동력을 마련하는 중장기 프로젝트, 지역발전과 경제활성화 등 각종 지역현안사업 등이 대거 발굴되어 관심을 모았다.... ",http://www.newsworker.co.kr/news/articleView.html?idxno=343997,http://www.newsworker.co.kr/news/articleView.html?idxno=343997
135,2024-08-15 17:20:00,"영원히 변치 않는 버추얼 아이돌, MZ 팬들 마음을 사로잡다",버추얼 아이돌이란 컴퓨터 그래픽이나 <b>인공지능</b>(AI)으로 만들어낸 2차원(2D)·3차원(3D)의 아바타(가상 인물)로 활동하는 디지털 세상 속 아이돌이다. 아바타 뒤에 있는 사람이 버추얼 아이돌을 앞세워 콘서트나... ,https://www.chosun.com/economy/weeklybiz/2024/08/15/ARTJ2WSVPVDWBOKCCQALQW3INA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852749?sid=101
136,2024-08-15 17:20:00,"전남도, '제79주년 광복절 경축식' 개최... &quot;세계가 주목하는 전남시대 활짝&quot;","이날 전남도청 윤선도홀(1층 로비)에서는 '<b>인공지능</b>(AI)으로 만나는 독립투사' 특별전시가 열려, 독립투사들의 생생한 눈빛과 표정, 음성 등을 통해 그들이 품었던 나라사랑 정신과 굳은 의지를 다시금 일깨워줘... ",http://www.newsworker.co.kr/news/articleView.html?idxno=343995,http://www.newsworker.co.kr/news/articleView.html?idxno=343995
137,2024-08-15 17:14:00,"광주광역시, 민주·인권·평화의 공간 ACC서 79주년 광복절 경축식","강 시장은 이날 국립아시아문화전당 예술극장 극장2에서 열린 제79주년 광복절 경축식에서 식민통치의 같은 아픔을 가진 한국과 아세안 국가의 연대를 강조하고, 광주의 자산인 문화예술과 <b>인공지능</b>(AI) 기반을 결합한 'AI... ",https://daily.hankooki.com/news/articleView.html?idxno=1117386,https://daily.hankooki.com/news/articleView.html?idxno=1117386
138,2024-08-15 17:13:00,"&quot;삼성, 정말 통 크네&quot;…야구단에 쏜 '깜짝 선물' 정체","지난달 24일 공식 출시된 삼성전자의 첫 <b>인공지능</b>(AI) 적용 폴더블폰 시리즈다. 삼성 라이온즈 야구 경기를 중계하던 중계진은 팀의 주장 구자욱 선수 건의로 제품이 지급됐다고 설명했지만, 삼성전자가 먼저 선수단에... ",https://www.hankyung.com/article/2024081553007,https://n.news.naver.com/mnews/article/015/0005022063?sid=105
139,2024-08-15 17:13:00,"랭킹은 바뀌었지만… 최정, 김은지 꺾고 우승",<b>인공지능</b> 추천수와 일치했다. 최정 9단의 최근 페이스가 좋지 않은 데 비해 김은지 9단의 최근 기세가 맹렬했으나 최정 9단은 주위의 우려와 달리 건재했다. 랭킹은 교체가 이뤄졌지만 타이틀 교체는 허락하지 않았다.... ,https://baduk.hangame.com/news.nhn?gseq=103311&m=view&page=&searchfield=&leagueseq=&searchtext=,https://m.sports.naver.com/general/article/370/0000009231
140,2024-08-15 17:11:00,당신을 낚은 디폴트의 힘...구글을 글로벌 독점 기업으로,"애플이 구글의 절반 시설만으로 서비스를 개발한다 해도 초기 개발 비용에 100억달러, (유지·보수 등에) 매년 추가로 40억달러가 필요하다고 추산됐다.” 급증하는 데이터, <b>인공지능</b>(AI) 등 검색 성능을 끌어올리기... ",https://www.chosun.com/economy/weeklybiz/2024/08/15/7IXLCKU3NJDQRLKO3IFCMAEPY4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852746?sid=101
141,2024-08-15 17:09:00,글로컬대학 이달말 결정…예비대학들 막바지 준비 ‘올인’,"두 대학은 구미시 반도체, 경산시 ICT(정보통신기술) 기반 제조업 첨단화를 이끌 인재를 양성하고 반도체, AI(<b>인공지능</b>)·SW(소프트웨어)기반 모빌리티, 방산, 메디바이오 등 5대 첨단산업을 육성한다는 계획이다. 영남대는... ",https://www.imaeil.com/page/view/2024081113093117121,https://n.news.naver.com/mnews/article/088/0000898456?sid=102
142,2024-08-15 17:08:00,[8월16일자] 비즈니스포스트 아침의 주요기사,"몰아줘 <b>인공지능</b> 위상 높인다 ● 조국혁신당 교섭단체 구성 투트랙 준비, '국회법 개정' '야권 조율' 난항 불가피 ● 정부 재건축·재개발 속도전 의지에 온기 돌까, 건설업계 현실성 '반신반의' ● 500대 기업 2분기... ",https://www.businesspost.co.kr/BP?command=article_view&num=362443,https://www.businesspost.co.kr/BP?command=article_view&num=362443
143,2024-08-15 17:08:00,"창원대-中 안휘공업대, 국제교류협력 확대키로","안휘공업대는 중국 안휘성 마안산시에 위치한 명문 공과대학교로, 최근 중국 정부의 중부지방 집중 육성 정책에 힘입어 <b>인공지능</b>, 신소재산업 등 지역 과학기술 성장에서 주도적인 역할을 수행하고 있는 재학생 수... ",https://www.newsgn.com/news/articleView.html?idxno=433485,https://www.newsgn.com/news/articleView.html?idxno=433485
144,2024-08-15 17:07:00,"우리가 빚진 자유, 옷한벌로라도 갚고 싶었죠","이들의 흑백사진을 <b>인공지능</b> 기술을 이용해 컬러로 복원하고, 실제 제작한 한복과 합성했다. 복원에 사용된 한복의 디자인은 김혜순 한국궁중복식 명장(67)이 담당했다. 김 명장은 한국인 디자이너 최초로 미국 뉴욕... ",https://www.mk.co.kr/article/11093530,https://n.news.naver.com/mnews/article/009/0005350662?sid=102
145,2024-08-15 17:05:00,네카오의 'AI 투자' 숨고르기…상반기 연구개발비 줄었다,전 세계적 AI(<b>인공지능</b>) 경쟁과 글로벌 빅테크의 국내 시장 침공에 대응하려는 안간힘이다. 다만 작년 하반기와 비교하면 10% 가까이 연구개발비를 줄였다. 막대한 투자 대비 성과가 불투명하다는 'AI 거품론'이... ,http://news.mt.co.kr/mtview.php?no=2024081513461875442,https://n.news.naver.com/mnews/article/008/0005077518?sid=105
146,2024-08-15 17:05:00,‘불쾌한 골짜기’를 뛰어넘을 역발상은?,"사람의 모습을 그래픽으로 쉽사리 변환하기 위해, <b>인공지능</b>(AI) 기술 전문 스타트업인 디오비스튜디오가 지난 5월 출시한 앱 ‘데뷧타이(deVut.ai)’의 기능입니다. 간단한 작업만을 거쳐 회화가 된 얼굴엔 별다른... ",https://www.chosun.com/economy/weeklybiz/2024/08/15/H3AVEVYWF5DCXGJMWEAGLMEV4U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003852744?sid=101
147,2024-08-15 17:05:00,AI 열공하는 美 노년층…&quot;더 이상 선택아닌 생존 문제&quot;,&quot;<b>인공지능</b>(AI)을 하면 바이러스에 감염되지 않나요?&quot; &quot;진짜와 가짜를 어떻게 구별하나요?&quot; 지난 6월 목요일 오후 미국 시카고 교외 노스필드에 있는 한 시니어 센터 강의실에 앉은 12명의 학생은 저마다 갖고 있던... ,https://www.dt.co.kr/contents.html?article_no=2024081502109931092011&ref=naver,https://n.news.naver.com/mnews/article/029/0002895456?sid=105
148,2024-08-15 17:04:00,대구 달군 야구…삼성 '홈 관중 100만' 넘었다,올해 처음 도입한 <b>인공지능</b>(AI) 판정인 자동볼판정시스템(ABS) 적용 이후 나타난 ‘영건’의 맹활약이 프로야구 제2의 전성기를 주도하고 있다는 분석도 있다. ABS 도입 전에는 심판이 유명 선수에게 유리하게... ,https://www.hankyung.com/article/2024081553041,https://m.sports.naver.com/kbaseball/article/015/0005022055
149,2024-08-15 17:04:00,2분기에 웃은 IT서비스 빅3…AI·클라우드·팩토리가 `효자`,"클라우드 사업 비중 확대와 함께 생성형 <b>인공지능</b>(AI) 플랫폼 등 신성장동력으로 매출 성장에 가속페달을 밟는다. LG CNS는 지난 14일 실적 공시를 통해 2분기 연결기준 매출 1조4496억원, 영업이익 1377억원을... ",https://www.dt.co.kr/contents.html?article_no=2024081502109931081001&ref=naver,https://n.news.naver.com/mnews/article/029/0002895455?sid=105
150,2024-08-15 17:02:00,"광주광역시CCTV통합관제센터, 7월부터 45일간 84건 처리",오는 11월에는 동구 금남로 일대를 대상으로 '<b>인공지능</b>(AI)을 활용한 폐쇄회로(CC)TV 영상 기반 사람 찾기 시스템'을 시범 운영할 예정이다. 광주시는 앞으로도 증가하는 폐쇄회로(CC)TV의 효율적인 관제를 위해 다양한... ,https://daily.hankooki.com/news/articleView.html?idxno=1117381,https://daily.hankooki.com/news/articleView.html?idxno=1117381
151,2024-08-15 17:02:00,"김동연 경기지사, 사람중심경제(휴머노믹스) 임기 후반 중점과제 제시","이는 6인 공동병실 간병비 2개월 분에 해당하는 금액이다(1일 2만원 × 60일) 민선8기 대표 복지정책인 '360° 돌봄' 사업 역시 가족돌봄수당 도입, 국공립 어린이집 400개 확충, <b>인공지능</b>을 활용한 노인돌봄정책인 AI+ 돌봄... ",https://www.joongdo.co.kr/web/view.php?key=20240815010004041,https://www.joongdo.co.kr/web/view.php?key=20240815010004041
152,2024-08-15 17:01:00,"삼성SDS, '브리티 코파일럿' 미래 비전 공개한다",삼성SDS가 생성형 <b>인공지능</b>(AI) 서비스 '브리티 코파일럿'의 미래 비전을 공개한다. AI 핵심 기술과 솔루션 고도화로 사업 혁신에 더욱 박차를 가할 방침이다. 삼성SDS는 내달 3일 서울 코엑스에서 '리얼 서밋 2024'를... ,https://www.etnews.com/20240814000120,https://n.news.naver.com/mnews/article/030/0003231904?sid=105
153,2024-08-15 17:01:00,"과기정통부, 부산·대구에 'AI로 지역 문제 해결' 지원한다","과학기술정보통신부가 지역 거점에 <b>인공지능</b>(AI) 융합과제를 지원한다. 과기정통부는 부산과 대구에 있는 AI 기업, 대학, 연구소가 협업해 지역 문제를 AI 기술로 해결할 수 있도록 지역 디지털 혁신 사업을 진행한다.... ",https://www.etnews.com/20240814000020,https://n.news.naver.com/mnews/article/030/0003231902?sid=105
154,2024-08-15 17:00:00,박재천의 디지털경제 이야기 &lt;31&gt; ChatGPT 사용하는 방법 ① 명확하고 구체적...,ChatGPT를 포함한 <b>인공지능</b> 모델은 다양한 주제를 포괄하는 방대한 데이터를 통해 훈련되었다. 이 광범위한 훈련은 다양한 질문을 처리할 수 있도록 설계되었다. 역설적이게도 명확하지 않은 질문에 대해서는... ,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=54337,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=54337
155,2024-08-15 17:00:00,[사설] 전력수요 폭증에 대비해 11차 전기 확정본에선 원전 비중 대폭 늘려야,"문제는 폭염 및 이상기후에 대응하기 위한 전력수요뿐 아니라 <b>인공지능</b>(AI) 시대에 부응한 반도체 생산, 데이터센터 건설, NDC 달성을 위한 무탄소전원(CFE) 전환 등을 위해 수요가 폭증할 수밖에 없다는 점이다.... ",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408151650196280056,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408151650196280056
156,2024-08-15 16:58:00,한글과컴퓨터 주가 꿈틀...A 사업 성과와 주주환원 정책 강화 기대,NH투자증권은 최근 보고서에서 한글과컴퓨터에 대해 하반기 AI(<b>인공지능</b>) 사업 성과와 더불어 주주환원 정책 강화가 기대된다고 분석했다. 투자의견과 목표주가는 따로 제시하지 않았다. 한글과컴퓨터의 2분기 연결... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=282267,https://www.pinpointnews.co.kr/news/articleView.html?idxno=282267
157,2024-08-15 16:58:00,“살아남으려면 AI 적응해야”… 美노년층은 지금 열공중,"그렇지 않으면 낙오되니까요.” 미국 일리노이주 노스필드에 사는 루스 슈나이더만 씨는 77세의 나이에도 최근 <b>인공지능</b>(AI) 관련 수업을 듣고 있다. 노인센터에서 열리는 이 수업에서 AI를 말동무로 만들고, 진료... ",https://www.donga.com/news/Inter/article/all/20240815/126541269/1,https://n.news.naver.com/mnews/article/020/0003582036?sid=104
158,2024-08-15 16:58:00,반도체·스마트폰 수출 4개월 연속 30%대 증가···車는 지난달 감소,"지난달 반도체는 <b>인공지능</b>(AI) 시장 성장, 정보통신기기 시장 회복에 따른 반도체 수요 확대 등에 힘입어 9개월 연속 전년 동월 대비 두자릿수 증가했다. 메모리 반도체가 고정 거래가격 상승, 고대역폭 메모리... ",https://www.sisajournal-e.com/news/articleView.html?idxno=405014,https://www.sisajournal-e.com/news/articleView.html?idxno=405014
159,2024-08-15 16:56:00,"중기부, 중소벤처 기술혁신 정책 싱크탱크, 네트워크 포럼 개최",곽재도 <b>인공지능</b>산업융합사업단 본부장의 발제를 시작으로 한 'AX 전환 전망 및 중소벤처 대응전략' 논의도 진행됐다. 오영주 중기부 장관은 &quot;기업현장의 R&amp;D 연구자 관점에서 글로벌 선도기관과의 협업을 통해... ,http://www.econonews.co.kr/news/articleView.html?idxno=350569,http://www.econonews.co.kr/news/articleView.html?idxno=350569
160,2024-08-15 16:56:00,트럼프와 테슬라 보조금 사이…머스크의 모순된 행보 '눈길',"리하이 대학교의 경영학 교수인 앤드류 워드(Andrew Ward)는 머스크가 <b>인공 지능</b>에서 우주 탐사, 신경 과학에 이르기까지 다양한 분야에 투자하고 있다고 지적하며 &quot;테슬라는 머스크의 최종 목표가 아니다&quot;라고 말했다.... ",http://www.impacton.net/news/articleView.html?idxno=12340,http://www.impacton.net/news/articleView.html?idxno=12340
161,2024-08-15 16:53:00,손편지를 쓰니 AI가 답장을 보냈다…“<b>인공지능</b> 시대의 외로움 고찰”,"‘<b>인공지능</b>(AI) 시대의 외로움, 잃어버리는 나 그리고 너’라는 주제로 미디어 아트 체험 공간을 조성했다. 소셜네트워크 속에서 방금 건져낸 듯한 ‘메아리 합창단’이 관람객의 목소리를 입을 모아 따라 하고... ",http://www.seouland.com/arti/culture/culture_general/18332.html,https://n.news.naver.com/mnews/article/028/0002702908?sid=103
162,2024-08-15 16:52:00,경기북부에 소방학교 들어선다… 2029년 개교,"첨단 통합전술훈련장, 구조구급 전문 실습장, 소방훈련탑, 소방시설 실습장과 <b>인공지능</b>(AI), 가상현실(VR), 확장현실(XR) 등 첨단 기술을 적용해 미래형 실전 대처능력을 높이는 훈련을 원활하게 수행할 수 있는 다양한... ",https://www.moneys.co.kr/article/2024081512212156548,https://n.news.naver.com/mnews/article/417/0001021170?sid=102
163,2024-08-15 16:52:00,"강기정 광주시장, &quot;AI×문화 중심도시로 대한민국과 세계에 기여&quot;","강 시장은 이날 국립아시아문화전당 예술극장 극장2에서 열린 제79주년 광복절 경축식에서 식민통치의 같은 아픔을 가진 한국과 아세안 국가의 연대를 강조하고, 광주의 자산인 문화예술과 <b>인공지능</b>(AI) 기반을 결합한 'AI... ",http://www.newsworker.co.kr/news/articleView.html?idxno=343993,http://www.newsworker.co.kr/news/articleView.html?idxno=343993
164,2024-08-15 16:46:00,"&quot;애플, 전기차 접은 대신 '가정용 탁상로봇' 만들고 있다&quot;","애플의 <b>인공지능</b>(AI) 시스템인 '애플 인텔리전스'와 음성 비서 '시리'가 탑재될 이 기기는 가전제품 원격조종이 가능한 스마트홈 지휘소, 화상회의 기기, 원격 주택보안 기기 등으로 쓰일 예정입니다. 애플은 이르면 2026... ",https://news.sbs.co.kr/news/endPage.do?news_id=N1007763964&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001181803?sid=104
165,2024-08-15 16:46:00,"에릭 슈미트 “구글, 재택근무로 AI 경쟁서 뒤쳐져” 발언했다 철회",에릭 슈미트 구글 전 최고경영자(CEO)가 구글이 <b>인공지능</b>(AI) 기술 경쟁에서 뒤처진 배경으로 재택근무 확산을 지목해 논란의 중심에 섰다. 14일(현지 시간) 월스트리트저널 보도에 따르면 그는 최근 스탠퍼드대... ,https://www.donga.com/news/It/article/all/20240815/126541181/1,https://n.news.naver.com/mnews/article/020/0003582034?sid=105
166,2024-08-15 16:46:00,"대구 서부교육지원청, 유치원 교원 역량 강화 지원",▲ 대구 서부교육지원청은 지난 13일 지역 공·사립 유치원 교원 71명을 대상으로 '<b>인공지능</b> 활용 수업을 위한 챗GPT 연수'를 개최하고 있다. 대구시교육청 제공 대구 서부교육지원청은 지난 13일 지역 공·사립 유치원... ,https://www.dkilbo.com/news/articleView.html?idxno=456374,https://www.dkilbo.com/news/articleView.html?idxno=456374
167,2024-08-15 16:43:00,광주시 '광복 79주년' 경축식…식민통치 겪은 아세안 국가 초청,강기정 광주시장은 &quot;오늘 우리가 누리는 광복은 수많은 선열의 희생과 더 많은 민초의 고난으로 쟁취한 것&quot;이라며 &quot;그 헌신에 보답하기 위해 광주를 '대한민국의 AI(<b>인공지능</b>)×문화 중심도시'로 성장시켜 높은 문화의... ,https://www.news1.kr/local/gwangju-jeonnam/5511867,https://n.news.naver.com/mnews/article/421/0007732388?sid=102
168,2024-08-15 16:42:00,8월 3주차 국내 ESG 핫클립,SK하이닉스는 인디애나주 생산기지를 거점으로 고대역폭 메모리(HBM)를 비롯한 <b>인공지능</b>(AI) 메모리 시장 공략에 나섰다. 미국 상무부는 SK하이닉스에 보조금 4억5000만 달러(약 6200억원)를 제공하는 예비거래각서(PMT)를... ,http://www.impacton.net/news/articleView.html?idxno=12337,http://www.impacton.net/news/articleView.html?idxno=12337
169,2024-08-15 16:41:00,"전기차 접은 애플, 가정용 탁상로봇 개발","애플의 <b>인공지능</b>(AI) 시스템 '애플 인텔리전스'와 음성 비서 '시리'가 탑재될 이 기기는 가전제품 원격조종이 가능한 스마트홈 지휘소, 화상회의 기기, 원격 주택보안 기기 등으로 쓰일 예정이다. 애플은 이르면 2026∼2027년... ",https://www.dt.co.kr/contents.html?article_no=2024081502109931029007&ref=naver,https://n.news.naver.com/mnews/article/029/0002895446?sid=105
170,2024-08-15 16:40:00,"“구글, 재택근무로 AI 경쟁 뒤처져”… 에릭 슈미트 前 CEO, 논란 커지자 “...",“경영진의 미흡한 조치 등이 문제” 에릭 슈미트 구글 전 최고경영자(CEO)가 구글이 재택근무 정책 때문에 <b>인공지능</b>(AI) 경쟁에서 뒤처졌다고 말한 뒤 반발이 거세자 “실수를 후회한다”며 발언을 철회했다. 14일... ,https://biz.chosun.com/it-science/ict/2024/08/15/WBVGWDBTD5BCDEZZRZHFKCGVUA/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001012029?sid=105
171,2024-08-15 16:40:00,미 소비자물가 3년여 만에 2%대···연준 9월 기준금리 0.25%P 인하 전망 커...,"필라델피아 반도체 지수는 5거래일간 11.4% 상승했고, <b>인공지능</b>(AI) 대장주 엔비디아는 같은 기간 19.4% 올랐다. 국내 증시에서도 지난 5일 주가가 폭락한 ‘블랙 먼데이’ 이후 SK하이닉스가 19.6%, 삼성전자가 8.12... ",https://www.khan.co.kr/economy/finance/article/202408151639001,https://n.news.naver.com/mnews/article/032/0003315155?sid=101
172,2024-08-15 16:39:00,성장기세 키운 `의료AI 기업` 루닛·뷰노…&quot;하반기 실적이 진짜&quot;,'의료 <b>인공지능</b>(AI)' 기업 쌍두마차로 불리는 루닛과 뷰노가 나란히 성장을 거듭하고 있다. 두 곳 모두 국내에서 제품 공급을 늘리는 동시에 글로벌 시장 공략에 총력을 다해 하반기에는 더 나은 수치를 내놓겠다는... ,https://www.dt.co.kr/contents.html?article_no=2024081502109931076005&ref=naver,https://n.news.naver.com/mnews/article/029/0002895445?sid=105
173,2024-08-15 16:38:00,무기 달고 장애물 '거뜬' 로봇개가 테러 막는다,회사 관계자는 &quot;육군의 다양한 요구사항을 반영한 로봇 시스템 업그레이드와 <b>인공지능</b>(AI) 기능 강화를 통해 대한민국 육군 맞춤형 대테러 로봇의 대량 양산 체계를 갖춰 나갈 것&quot;이라고 말했다. 한편 레인보우로보틱스는... ,https://www.mk.co.kr/article/11093501,https://n.news.naver.com/mnews/article/009/0005350639?sid=101
174,2024-08-15 16:36:00,8월 3주차 해외 ESG 핫클립,"미국 정부가 SK하이닉스와 삼성전자의 HBM 대중국 수출 규제를 추진하는 상황에서 중국의 <b>인공지능</b>(AI) 반도체 공급망 자급체제 구축에 속도가 붙고 있다. 톰스하드웨어와 디지타임스 등 외신 보도에 따르면, CXMT는... ",http://www.impacton.net/news/articleView.html?idxno=12338,http://www.impacton.net/news/articleView.html?idxno=12338
175,2024-08-15 16:35:00,&quot;내시경이 몸 속에서 자율주행&quot;…칼 안 대고 3cm짜리 돌 빼낸 '국산 로봇'[르...,다양한 <b>인공지능</b>(AI) 기능을 탑재한 결과 칼로 째지 않고도 임상에서 93.5%의 결석 제거율을 보였다. 특히 수술 중 환자의 호흡이 결석의 움직임에 미치는 영향을 보상하고 내시경이 자율주행 자동차처럼 요관과 신장... ,https://www.sedaily.com/NewsView/2DD0ZS9TTP,https://n.news.naver.com/mnews/article/011/0004380556?sid=102
176,2024-08-15 16:32:00,"[르포] 2분 걸리던 상담요약, AI 스치니 10초","여기에 2분 이상이 걸렸는데, 지금은 버튼 하나만 누르면 <b>인공지능</b>(AI) '지니'가 알아서 정리해줘 해당 업무 시간이 10초 이내로 줄었습니다. 직원들이 상담에 더 집중할 수 있게 된 겁니다.&quot; 13일 서울 중구 KT... ",https://www.dt.co.kr/contents.html?article_no=2024081502109931092010&ref=naver,https://n.news.naver.com/mnews/article/029/0002895444?sid=105
177,2024-08-15 16:30:00,"이상일, “시민 안전이 최우선...재난관리평가에서 3년 연속 대통령 표창”",경우 <b>인공지능</b> 카메라가 이를 감지해서 보행신호를 자동적으로 늘려주는 기능을 가진 신호등)은 저학년 학생들의 보행안전에 큰 기여를 할 것으로 기대한다&quot;고 했다. 이 시장은 아울러 “청덕초등학교 학생들이 안전하고... ,https://www.ekn.kr/web/view.php?key=20240815022414071,https://www.ekn.kr/web/view.php?key=20240815022414071
178,2024-08-15 16:24:00,"올레드 아트, 베트남서도 주목....LG전자, 동남아 공략 속도","특히 더 강력해진 <b>인공지능</b>(AI) 성능을 갖춘 알파11 프로세서와 자유로운 공간경험을 제공하는 무선 올레드 TV는 이번 전시의 핵심 모티프인 '<b>지능</b>(Intelligence)', '자유(Freedom)' 등을 관람객들에게 효과적으로... ",http://www.4th.kr/news/articleView.html?idxno=2067843,http://www.4th.kr/news/articleView.html?idxno=2067843
179,2024-08-15 16:20:00,"전기차 접은 애플, 다음 사업은 '로봇'","이 기기에는 애플의 <b>인공지능</b>(AI) 시스템인 '애플 인텔리전스'와 음성 비서 '시리'가 탑재될 것으로 전망된다. 가전제품 원격조종이 가능한 스마트홈 지휘소, 화상회의 기기, 원격 주택보안 기기 등의 기능을 갖춘 것으로... ",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202408150048&t=NN,https://n.news.naver.com/mnews/article/215/0001175442?sid=101
180,2024-08-15 16:20:00,"`폰에 더 진심` 구글, 칼 가는 애플…`AI폰` 더 뜨거워진다","구글이 <b>인공지능</b>(AI)을 강화한 '픽셀9' 시리즈를 공개했다. 검색시장에서 독보적인 위치를 보유한 구글은 그간 스마트폰 시장에서는 영향력이 미미했지만, AI를 무기로 내세운 스마트폰 신작으로 삼성, 애플과... ",https://www.dt.co.kr/contents.html?article_no=2024081502109931029006&ref=naver,https://n.news.naver.com/mnews/article/029/0002895442?sid=105
181,2024-08-15 16:16:00,"&quot;용인시, 재난관리평가 3년 연속 대통령 표창&quot;...이상일 용인특례시장, “시민...",경우 <b>인공지능</b> 카메라가 이를 감지해서 보행 신호를 자동적으로 늘려주는 기능을 가진 신호등)은 저학년 학생들의 보행 안전에 큰 기여를 할 것으로 기대한다”고 말했다. 이 시장은 “청덕초등학교 학생들이 안전하고... ,https://www.etoday.co.kr/news/view/2391018,https://www.etoday.co.kr/news/view/2391018
182,2024-08-15 16:16:00,"가전도 AI 열풍...삼성전자 'AI 가전', 150만대 판매","포쓰저널 이현민 기자 /삼성전자   가정에서 쓰이는 전자제품도 'AI(<b>인공지능</b>)'로 무장한 제품들이 인기다. AI 가전은 앱으로 스마트 기기를 연결해 휴대폰에서 동작을 하게 할 수도 있고, 스스로 동작하며 살림의... ",http://www.4th.kr/news/articleView.html?idxno=2067842,http://www.4th.kr/news/articleView.html?idxno=2067842
183,2024-08-15 16:16:00,"남세종청소년센터, 세계 청소년의 날 기념식 개최","또 청소년 유관 기관과 협력해 인종 차별을 주제로 한 영화상영회, <b>인공지능</b>(AI) 로봇 체험, 환경 관련 체험 부스 등 다양한 체험 프로그램을 마련했다. 이밖에 청소년 밴드, 케이팝(K-POP) 댄스공연 등의 흥겨운... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=344218,http://www.ccnnews.co.kr/news/articleView.html?idxno=344218
